matrix,dataset,backbone,label_budget_per_class,validation_budget_per_class,seed,method,status,reference_method,device,inference_dtype,quantization,batch_size,requested_batch_size,max_inference_batch_size,warmup_repeats,timing_repeats,max_epochs,accuracy,macro_f1,model_size_mb,latency_ms_per_example,throughput_examples_per_second,peak_memory_mb,train_examples,validation_examples,test_examples,train_class_counts,validation_class_counts,test_class_counts,train_index_hash,validation_index_hash,test_index_hash,fine_tune_seconds,failure_reason,accuracy_delta_vs_fp32_cpu,macro_f1_delta_vs_fp32_cpu,model_size_reduction_vs_fp32_cpu,latency_reduction_vs_fp32_cpu,throughput_gain_vs_fp32_cpu,peak_memory_reduction_vs_fp32_cpu,best_deployment_improvement_vs_fp32_cpu
strengthened,cola,bert-base-uncased,128,128,8,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.67578125,0.6739854238588416,417.7237939834595,1.4613246062502583,684.3106560464948,444.6357421875,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",bf29fc945f81ebc94edbd5526a0b7c2f2b8b760c175fe60cd83b9d6ef6cd007a,e2f26c3a8805d0666d7c1f2195774041f364f8f93689efcc09c159eae0041c9b,84bfc3a4fd13cee304bedb9610831e290de21b5f49f7169ad49409f5c47d7e96,1.506620428000133,,0.0,0.0,0.0,0.901407174235269,9.142725824557132,0.0,9.142725824557132
strengthened,cola,bert-base-uncased,128,128,8,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.671875,0.6698599852616065,417.7237939834595,1.331134245312171,751.2390305648586,625.30859375,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",bf29fc945f81ebc94edbd5526a0b7c2f2b8b760c175fe60cd83b9d6ef6cd007a,e2f26c3a8805d0666d7c1f2195774041f364f8f93689efcc09c159eae0041c9b,84bfc3a4fd13cee304bedb9610831e290de21b5f49f7169ad49409f5c47d7e96,1.506620428000133,,-0.00390625,-0.0041254385972351315,0.0,0.9101908732965972,10.134725797997437,0.0,10.134725797997437
strengthened,cola,bert-base-uncased,256,256,6,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.67578125,0.6703027293745248,417.7237939834595,15.919437394531146,62.816290250529406,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",66a83ae744fe8d98b321e4ef3d498de58303eac3fbe9dc10c30e04d5fbaba311,3826eb2adcd7f86a5883bbb6d42ae0e12dc150d50d685b07f7c17c777e6aac15,6a85cebcb7dfedd58bde8df74d42f872b37e310b261c49c3bbd9a8195f267a26,2.9445477130002473,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,cola,bert-base-uncased,256,256,6,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.640625,0.6115838775644831,173.08754062652588,11.119701608593857,89.9304707265841,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",66a83ae744fe8d98b321e4ef3d498de58303eac3fbe9dc10c30e04d5fbaba311,3826eb2adcd7f86a5883bbb6d42ae0e12dc150d50d685b07f7c17c777e6aac15,6a85cebcb7dfedd58bde8df74d42f872b37e310b261c49c3bbd9a8195f267a26,2.9445477130002473,,-0.03515625,-0.05871885181004177,0.585641174576281,0.3015015962552896,0.4316424985925715,0.0,0.585641174576281
strengthened,cola,bert-base-uncased,256,256,6,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.67578125,0.6703027293745248,417.7237939834595,1.0669366828125249,937.2627411815341,445.15234375,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",66a83ae744fe8d98b321e4ef3d498de58303eac3fbe9dc10c30e04d5fbaba311,3826eb2adcd7f86a5883bbb6d42ae0e12dc150d50d685b07f7c17c777e6aac15,6a85cebcb7dfedd58bde8df74d42f872b37e310b261c49c3bbd9a8195f267a26,2.9445477130002473,,0.0,0.0,0.0,0.9329789956535114,13.92069553046608,0.0,13.92069553046608
strengthened,cola,bert-base-uncased,256,256,6,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.67578125,0.6703027293745248,417.7237939834595,1.319973576562461,757.5909228457803,626.1611328125,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",66a83ae744fe8d98b321e4ef3d498de58303eac3fbe9dc10c30e04d5fbaba311,3826eb2adcd7f86a5883bbb6d42ae0e12dc150d50d685b07f7c17c777e6aac15,6a85cebcb7dfedd58bde8df74d42f872b37e310b261c49c3bbd9a8195f267a26,2.9445477130002473,,0.0,0.0,0.0,0.917084156691623,11.060421266908474,0.0,11.060421266908474
strengthened,cola,bert-base-uncased,256,256,7,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.7265625,0.7259603621238072,417.7237939834595,14.99999243593777,66.66670028473797,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",780aa46f60d60660daccee1a2a3c4a4094367fbe79a35535087a7218f10fa809,8d0804cf4a3d7f54c79804f969ba3b6cf91a5f2f71e87460145de49f8c109c98,f3f8e7129d68bd2c442a731ee1230ebddb8865f220ea7875490b4cce97c8fac4,2.877779864999866,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,cola,bert-base-uncased,256,256,7,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.68359375,0.6825037130039351,173.08754062652588,10.194475309374695,98.09234606516867,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",780aa46f60d60660daccee1a2a3c4a4094367fbe79a35535087a7218f10fa809,8d0804cf4a3d7f54c79804f969ba3b6cf91a5f2f71e87460145de49f8c109c98,f3f8e7129d68bd2c442a731ee1230ebddb8865f220ea7875490b4cce97c8fac4,2.877779864999866,,-0.04296875,-0.043456649119872126,0.585641174576281,0.32036796998975575,0.4713844490009202,0.0,0.585641174576281
strengthened,cola,bert-base-uncased,256,256,7,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.7265625,0.7259603621238072,417.7237939834595,0.9613745937500084,1040.1772696107212,444.11767578125,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",780aa46f60d60660daccee1a2a3c4a4094367fbe79a35535087a7218f10fa809,8d0804cf4a3d7f54c79804f969ba3b6cf91a5f2f71e87460145de49f8c109c98,f3f8e7129d68bd2c442a731ee1230ebddb8865f220ea7875490b4cce97c8fac4,2.877779864999866,,0.0,0.0,0.0,0.9359083280971064,14.60265117619522,0.0,14.60265117619522
strengthened,cola,bert-base-uncased,256,256,7,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.7265625,0.7259603621238072,417.7237939834595,1.286543720312494,777.2763445280397,624.76611328125,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",780aa46f60d60660daccee1a2a3c4a4094367fbe79a35535087a7218f10fa809,8d0804cf4a3d7f54c79804f969ba3b6cf91a5f2f71e87460145de49f8c109c98,f3f8e7129d68bd2c442a731ee1230ebddb8865f220ea7875490b4cce97c8fac4,2.877779864999866,,0.0,0.0,0.0,0.9142303753947152,10.659139288553956,0.0,10.659139288553956
strengthened,cola,bert-base-uncased,256,256,8,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.7109375,0.6929261492576023,417.7237939834595,14.438545960156546,69.25905162192369,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",32bae33bc070dcd351f240e761c57a87cb2ba8b225ca7937c12ce583aae4cbef,f39e050df400c8c38ee0229ebfde19e84e8706b8d9d6083ff145126a6aa6b215,84bfc3a4fd13cee304bedb9610831e290de21b5f49f7169ad49409f5c47d7e96,2.7754896480000752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,cola,bert-base-uncased,256,256,8,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.703125,0.6858692844226298,173.08754062652588,9.46516426250028,105.65057005527804,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",32bae33bc070dcd351f240e761c57a87cb2ba8b225ca7937c12ce583aae4cbef,f39e050df400c8c38ee0229ebfde19e84e8706b8d9d6083ff145126a6aa6b215,84bfc3a4fd13cee304bedb9610831e290de21b5f49f7169ad49409f5c47d7e96,2.7754896480000752,,-0.0078125,-0.007056864834972476,0.585641174576281,0.34445169973350576,0.525440611459871,0.0,0.585641174576281
strengthened,cola,bert-base-uncased,256,256,8,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.7109375,0.6929261492576023,417.7237939834595,1.0433966531245176,958.4082879750825,444.6357421875,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",32bae33bc070dcd351f240e761c57a87cb2ba8b225ca7937c12ce583aae4cbef,f39e050df400c8c38ee0229ebfde19e84e8706b8d9d6083ff145126a6aa6b215,84bfc3a4fd13cee304bedb9610831e290de21b5f49f7169ad49409f5c47d7e96,2.7754896480000752,,0.0,0.0,0.0,0.9277353373391066,12.838022114523179,0.0,12.838022114523179
strengthened,cola,bert-base-uncased,256,256,8,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.7109375,0.6929261492576023,417.7237939834595,1.3337017937494977,749.7927982751329,625.30859375,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",32bae33bc070dcd351f240e761c57a87cb2ba8b225ca7937c12ce583aae4cbef,f39e050df400c8c38ee0229ebfde19e84e8706b8d9d6083ff145126a6aa6b215,84bfc3a4fd13cee304bedb9610831e290de21b5f49f7169ad49409f5c47d7e96,2.7754896480000752,,0.0,0.0,0.0,0.9076290786184513,9.825917778489892,0.0,9.825917778489892
strengthened,qqp,bert-base-uncased,64,64,6,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.7421875,0.7421875,417.7237939834595,37.22737762734383,26.861951169654546,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",67bd199a476d9f9fa786e2cf856d5b3b7dacfc04aad28e4b327229186a093a64,85a6da53365396a4a5c59f732d4f2428d19bab7940fc4e56c8b45a2041aafadb,76cca96d4158c74e8f5ec779f9c28493f9403ed9f511fbdd84ac5dcc1c787c6d,0.8228165290001925,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,qqp,bert-base-uncased,64,64,6,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.69921875,0.699177438307873,173.08754062652588,24.58422325546863,40.67649360357787,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",67bd199a476d9f9fa786e2cf856d5b3b7dacfc04aad28e4b327229186a093a64,85a6da53365396a4a5c59f732d4f2428d19bab7940fc4e56c8b45a2041aafadb,76cca96d4158c74e8f5ec779f9c28493f9403ed9f511fbdd84ac5dcc1c787c6d,0.8228165290001925,,-0.04296875,-0.043010061692126955,0.585641174576281,0.33961979536771597,0.514279187936629,0.0,0.585641174576281
strengthened,qqp,bert-base-uncased,64,64,6,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.7421875,0.7421875,417.7237939834595,1.0974843703124293,911.1747074040994,460.5068359375,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",67bd199a476d9f9fa786e2cf856d5b3b7dacfc04aad28e4b327229186a093a64,85a6da53365396a4a5c59f732d4f2428d19bab7940fc4e56c8b45a2041aafadb,76cca96d4158c74e8f5ec779f9c28493f9403ed9f511fbdd84ac5dcc1c787c6d,0.8228165290001925,,0.0,0.0,0.0,0.9705194284352084,32.92064491701693,0.0,32.92064491701693
strengthened,qqp,bert-base-uncased,64,64,6,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.74609375,0.7460898756389716,417.7237939834595,1.3562701624998397,737.3162277321118,635.3896484375,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",67bd199a476d9f9fa786e2cf856d5b3b7dacfc04aad28e4b327229186a093a64,85a6da53365396a4a5c59f732d4f2428d19bab7940fc4e56c8b45a2041aafadb,76cca96d4158c74e8f5ec779f9c28493f9403ed9f511fbdd84ac5dcc1c787c6d,0.8228165290001925,,0.00390625,0.003902375638971556,0.0,0.9635679371220699,26.448349640551967,0.0,26.448349640551967
strengthened,qqp,bert-base-uncased,64,64,7,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.65625,0.6101882613510521,417.7237939834595,29.800673985937465,33.55628803804526,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",be37272fd0d379591d7084244c2ede3e834b369686ba076c5da8f8ecc7a27613,e3c8be670c7f831c9b58a2763eeba0734035993982ffdc8d096f31eb4e7506e6,95481784522cc448678f93ac660c1b3683f62bb79c0ac3936905e1969e1cd4eb,0.8620166589998917,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,qqp,bert-base-uncased,64,64,7,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.625,0.6135849056603774,173.08754062652588,20.072693610156733,49.818924127552194,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",be37272fd0d379591d7084244c2ede3e834b369686ba076c5da8f8ecc7a27613,e3c8be670c7f831c9b58a2763eeba0734035993982ffdc8d096f31eb4e7506e6,95481784522cc448678f93ac660c1b3683f62bb79c0ac3936905e1969e1cd4eb,0.8620166589998917,,-0.03125,0.003396644309325292,0.585641174576281,0.32643491151815,0.48463751625533713,0.0,0.585641174576281
strengthened,qqp,bert-base-uncased,64,64,7,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.65625,0.6101882613510521,417.7237939834595,1.1091558781252786,901.5865305517053,456.23193359375,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",be37272fd0d379591d7084244c2ede3e834b369686ba076c5da8f8ecc7a27613,e3c8be670c7f831c9b58a2763eeba0734035993982ffdc8d096f31eb4e7506e6,95481784522cc448678f93ac660c1b3683f62bb79c0ac3936905e1969e1cd4eb,0.8620166589998917,,0.0,0.0,0.0,0.9627808458745372,25.86788626708382,0.0,25.86788626708382
strengthened,qqp,bert-base-uncased,64,64,7,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.65625,0.6101882613510521,417.7237939834595,1.3531311695309967,739.0266535258411,634.46142578125,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",be37272fd0d379591d7084244c2ede3e834b369686ba076c5da8f8ecc7a27613,e3c8be670c7f831c9b58a2763eeba0734035993982ffdc8d096f31eb4e7506e6,95481784522cc448678f93ac660c1b3683f62bb79c0ac3936905e1969e1cd4eb,0.8620166589998917,,0.0,0.0,0.0,0.9545939407219608,21.023492368641953,0.0,21.023492368641953
strengthened,qqp,bert-base-uncased,64,64,8,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.640625,0.6182325098878299,417.7237939834595,33.39076917343746,29.94839666034125,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",2195bfba7fbc6cc01f5a40454cfdf1996428c47ee849b7a3afeaa10e6d835de3,61c440926972613fa8517a93cb58458796708b1a2ab604ef1ffe11dc76898cff,80f9e0cfff7ab65adc8e42cc60d420a8059593e05ce48cd16fbdca5f1e1e7d3f,0.7719716169995081,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,qqp,bert-base-uncased,64,64,8,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.515625,0.3671451355661882,173.08754062652588,21.66982920000038,46.14711037962323,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",2195bfba7fbc6cc01f5a40454cfdf1996428c47ee849b7a3afeaa10e6d835de3,61c440926972613fa8517a93cb58458796708b1a2ab604ef1ffe11dc76898cff,80f9e0cfff7ab65adc8e42cc60d420a8059593e05ce48cd16fbdca5f1e1e7d3f,0.7719716169995081,,-0.125,-0.25108737432164163,0.585641174576281,0.3510233595565434,0.5408875107071393,0.0,0.585641174576281
strengthened,qqp,bert-base-uncased,64,64,8,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.640625,0.6182325098878299,417.7237939834595,1.1168015062494874,895.4142651170507,457.5546875,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",2195bfba7fbc6cc01f5a40454cfdf1996428c47ee849b7a3afeaa10e6d835de3,61c440926972613fa8517a93cb58458796708b1a2ab604ef1ffe11dc76898cff,80f9e0cfff7ab65adc8e42cc60d420a8059593e05ce48cd16fbdca5f1e1e7d3f,0.7719716169995081,,0.0,0.0,0.0,0.9665535854999737,28.898571041126576,0.0,28.898571041126576
strengthened,qqp,bert-base-uncased,64,64,8,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.640625,0.6182325098878299,417.7237939834595,1.3361913039062756,748.3958300555913,639.0234375,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",2195bfba7fbc6cc01f5a40454cfdf1996428c47ee849b7a3afeaa10e6d835de3,61c440926972613fa8517a93cb58458796708b1a2ab604ef1ffe11dc76898cff,80f9e0cfff7ab65adc8e42cc60d420a8059593e05ce48cd16fbdca5f1e1e7d3f,0.7719716169995081,,0.0,0.0,0.0,0.9599832128165163,23.98951241174938,0.0,23.98951241174938
strengthened,qqp,bert-base-uncased,128,128,6,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.76953125,0.7583785253795332,417.7237939834595,36.89829680781287,27.10152192684025,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",cc760e5097958f2674192e0737e71d94902c6b9d68d50898ccf70e8f14a29364,fe3d66c24aeffcd5a8a10f3886877a1fee421229b3f7d5d78a547be83a06b0d2,76cca96d4158c74e8f5ec779f9c28493f9403ed9f511fbdd84ac5dcc1c787c6d,1.5163738259998354,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,qqp,bert-base-uncased,128,128,6,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.7265625,0.7264122137404581,173.08754062652588,26.29274751015629,38.03330175417091,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",cc760e5097958f2674192e0737e71d94902c6b9d68d50898ccf70e8f14a29364,fe3d66c24aeffcd5a8a10f3886877a1fee421229b3f7d5d78a547be83a06b0d2,76cca96d4158c74e8f5ec779f9c28493f9403ed9f511fbdd84ac5dcc1c787c6d,1.5163738259998354,,-0.04296875,-0.03196631163907515,0.585641174576281,0.287426526836625,0.40336405670650793,0.0,0.585641174576281
strengthened,qqp,bert-base-uncased,128,128,6,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.76953125,0.7583785253795332,417.7237939834595,1.1427921179688383,875.0497875128572,460.5068359375,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",cc760e5097958f2674192e0737e71d94902c6b9d68d50898ccf70e8f14a29364,fe3d66c24aeffcd5a8a10f3886877a1fee421229b3f7d5d78a547be83a06b0d2,76cca96d4158c74e8f5ec779f9c28493f9403ed9f511fbdd84ac5dcc1c787c6d,1.5163738259998354,,0.0,0.0,0.0,0.9690285943570474,31.287846781262985,0.0,31.287846781262985
strengthened,qqp,bert-base-uncased,128,128,6,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.76953125,0.7583785253795332,417.7237939834595,1.3716878968743629,729.0288135359942,635.3896484375,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",cc760e5097958f2674192e0737e71d94902c6b9d68d50898ccf70e8f14a29364,fe3d66c24aeffcd5a8a10f3886877a1fee421229b3f7d5d78a547be83a06b0d2,76cca96d4158c74e8f5ec779f9c28493f9403ed9f511fbdd84ac5dcc1c787c6d,1.5163738259998354,,0.0,0.0,0.0,0.9628251703860781,25.899921543298777,0.0,25.899921543298777
strengthened,qqp,bert-base-uncased,128,128,7,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.70703125,0.7000702960243693,417.7237939834595,31.66680229062493,31.578812120731673,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",bb26ada460ba23b47d03ce38ac2d05782f1e12e069dd4e30141e6b426278790d,a56d371f75e2c04b0ac8536995b2b18b973863730218932ebb23da38d6ed43d5,95481784522cc448678f93ac660c1b3683f62bb79c0ac3936905e1969e1cd4eb,2.1208240330006447,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,qqp,bert-base-uncased,128,128,7,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.6875,0.6831487096973823,173.08754062652588,19.202368816406334,52.076908300272244,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",bb26ada460ba23b47d03ce38ac2d05782f1e12e069dd4e30141e6b426278790d,a56d371f75e2c04b0ac8536995b2b18b973863730218932ebb23da38d6ed43d5,95481784522cc448678f93ac660c1b3683f62bb79c0ac3936905e1969e1cd4eb,2.1208240330006447,,-0.01953125,-0.016921586326987037,0.585641174576281,0.39361200287370773,0.6491091590517255,0.0,0.6491091590517255
strengthened,qqp,bert-base-uncased,128,128,7,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.70703125,0.7000702960243693,417.7237939834595,1.1134205570307643,898.1332288913088,456.23193359375,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",bb26ada460ba23b47d03ce38ac2d05782f1e12e069dd4e30141e6b426278790d,a56d371f75e2c04b0ac8536995b2b18b973863730218932ebb23da38d6ed43d5,95481784522cc448678f93ac660c1b3683f62bb79c0ac3936905e1969e1cd4eb,2.1208240330006447,,0.0,0.0,0.0,0.9648395014181651,27.441007389941664,0.0,27.441007389941664
strengthened,qqp,bert-base-uncased,128,128,7,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.7109375,0.7037037037037037,417.7237939834595,1.3103570328127034,763.1507863574275,634.46142578125,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",bb26ada460ba23b47d03ce38ac2d05782f1e12e069dd4e30141e6b426278790d,a56d371f75e2c04b0ac8536995b2b18b973863730218932ebb23da38d6ed43d5,95481784522cc448678f93ac660c1b3683f62bb79c0ac3936905e1969e1cd4eb,2.1208240330006447,,0.00390625,0.0036334076793343995,0.0,0.9586204814497282,23.1665450695156,0.0,23.1665450695156
strengthened,qqp,bert-base-uncased,128,128,8,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.69921875,0.6988465357879459,417.7237939834595,33.265509035155816,30.061166325252234,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",bd45c3001a5c402c696fdc661440dbc7faa4c6456a96145249ef3d8362d2ed30,1bd534595469be3f227d67a14739a2f8a2f1d249fbb59019b067793b89a2cfe3,80f9e0cfff7ab65adc8e42cc60d420a8059593e05ce48cd16fbdca5f1e1e7d3f,2.0360131930001444,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,qqp,bert-base-uncased,128,128,8,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.59765625,0.5528952946163629,173.08754062652588,21.766548650781203,45.94205613594647,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",bd45c3001a5c402c696fdc661440dbc7faa4c6456a96145249ef3d8362d2ed30,1bd534595469be3f227d67a14739a2f8a2f1d249fbb59019b067793b89a2cfe3,80f9e0cfff7ab65adc8e42cc60d420a8059593e05ce48cd16fbdca5f1e1e7d3f,2.0360131930001444,,-0.1015625,-0.14595124117158298,0.585641174576281,0.3456721606821716,0.5282858834839631,0.0,0.585641174576281
strengthened,qqp,bert-base-uncased,128,128,8,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.69921875,0.6988465357879459,417.7237939834595,1.093146072656026,914.7908271492864,457.5546875,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",bd45c3001a5c402c696fdc661440dbc7faa4c6456a96145249ef3d8362d2ed30,1bd534595469be3f227d67a14739a2f8a2f1d249fbb59019b067793b89a2cfe3,80f9e0cfff7ab65adc8e42cc60d420a8059593e05ce48cd16fbdca5f1e1e7d3f,2.0360131930001444,,0.0,0.0,0.0,0.9671387540920909,29.43098252581225,0.0,29.43098252581225
strengthened,qqp,bert-base-uncased,128,128,8,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.69921875,0.6988465357879459,417.7237939834595,1.2934823999998457,773.106769755908,639.0234375,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",bd45c3001a5c402c696fdc661440dbc7faa4c6456a96145249ef3d8362d2ed30,1bd534595469be3f227d67a14739a2f8a2f1d249fbb59019b067793b89a2cfe3,80f9e0cfff7ab65adc8e42cc60d420a8059593e05ce48cd16fbdca5f1e1e7d3f,2.0360131930001444,,0.0,0.0,0.0,0.9611164104348182,24.717790234455286,0.0,24.717790234455286
strengthened,qqp,bert-base-uncased,256,256,6,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.8046875,0.7997997997997998,417.7237939834595,37.36349263203138,26.764093224590816,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",97ddd4eac5b59c80de168c1d551ff5c0f0d277d9c6ee996344538f622ed6e81b,d719707b1d7c66d20f8b5647dadad5cf0236ef4a6becc41ce9a44e8f53c7fdac,76cca96d4158c74e8f5ec779f9c28493f9403ed9f511fbdd84ac5dcc1c787c6d,3.215938286999517,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
